,isExternalPostamat,id,wayInfoImagesCount,address,workTime,wayInfo,imageLocationPath,cityId,cityName,cityNameUfu,regionName,coordinates,sale,smId,fastestDatesByStore,deliveryPointType,bonus,legacyDstId,isWb,country
0,False,17687,3,"г. Ереван, улица Багратуняц, д. 31",Ежедневно 10:00-21:00,,Img17687,2376595,Ереван,erevan,,"40.148150012,44.487648738",0,6,{},0,0.0,6234029,True,Armenia
1,False,102298,3,"г. Ереван, улица Мамиконянц, д. 38/3",Ежедневно 10:00-21:00,,Img102298,2376595,Ереван,erevan,,"40.210055,44.521597",0,6,{},0,0.0,6254114,True,Armenia
2,False,17761,3,"г. Абовян (Котайкская область), улица Наирян, д. 1/11",Ежедневно 10:00-21:00,,Img17761,2377139,Абовян,abovyan,,"40.269465,44.634525",0,6,{},0,0.0,6253505,True,Armenia
3,False,112054,3,"Ташир (Лорийская область) ул. Джаукян, 6-й квартал 11/2",Ежедневно 10:00-21:00,,Img112054,2377019,Ташир,tashir,,"41.123393,44.288137",0,6,{},0,0.0,6257827,True,Armenia
4,False,117217,3,"г Ереван, улица Кургиняна 7",Ежедневно 10:00-21:00,,Img117217,2376595,Ереван,erevan,,"40.167123,44.465116",0,6,{},0,0.0,6257931,True,Armenia
5,False,109732,3,"Капан (Сюникская область), улица Унан Аветисяна 8/38",Ежедневно 10:00-21:00,,Img109732,2377334,Капан,kapan,,"39.207514,46.396035",0,6,{},0,0.0,6257903,True,Armenia
6,False,111647,3,Артик (Ширакская область) улица Чаренца 3,Ежедневно 10:00-21:00,,Img111647,2377208,Артик,artik,,"40.617747,43.9698",0,6,{},0,0.0,6257310,True,Armenia
7,False,111962,3,"г Ереван, улица Теряна 83",Ежедневно 10:00-21:00,,Img111962,2376595,Ереван,erevan,,"40.186858,44.518995",0,6,{},0,0.0,6257083,True,Armenia
8,False,116092,3,"Ереван, 5-я улица Норка 22/4",Ежедневно 10:00-21:00,,Img116092,2376595,Ереван,erevan,,"40.186637,44.545416",0,6,{},0,0.0,6257926,True,Armenia
9,False,103474,3,г. Сисиан (Сюникская обл) Адамяна 35,Ежедневно 10:00-21:00,,Img103474,2377339,Сисиан,sisian,,"39.520937,46.027145",0,6,{},0,0.0,6255572,True,Armenia
10,False,113711,3,"Бюрегаван (Котайкская обл), С.Варданяна 19/50  ",Ежедневно 10:00-21:00,,Img113711,2377140,Бюрегаван,byuregavan,,"40.314899,44.596135",0,6,{},0,0.0,6257898,True,Armenia
