,city_name,fl,fon,house_number,latitude,longitude,m,od,oid,on,pb2b,pb2c,pla,pr,r12c,rid,sb2b,sb2c,street_name,svc,tc,tt
23,г. Вольск,-,г. Вольск ул. Комсомольская 164 -,164,52.0508,47.3731,,2015-09-01 00:00:00,2024012,"Вольск, ул. Комсомольская 164",,88001000800,False,1,523504,64,False,True,ул. Комсомольская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}]"
24,г. Пугачев,-,г. Пугачев ул. Топорковская 6 -,6,52.0111,48.817,,2015-09-01 00:00:00,2024013,"Пугачев, ул. Топорковская 6",,88001000800,False,2,523508,64,False,True,ул. Топорковская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '16:00', 'ws': '08:00'}]"
25,г. Балаково,-,г. Балаково ул. Проспект Героев 23 -,23,52.0221,47.8308,,2015-09-01 00:00:00,2024015,"Балаково, ул. Проспект Героев 23",,88001000800,False,4,523502,64,False,True,ул. Проспект Героев,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': '2020-06-05 23:00:00', 'ds': '2020-06-01 00:00:00', 'rc': 'Отпуска сотрудников'}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '17:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '15:00', 'ws': '10:00'}]"
26,г. Бугуруслан,-,г. Бугуруслан ул. Ленинградская 39 -,39,53.654,52.4312,,2016-09-01 00:00:00,2024016,"Бугуруслан, ул. Ленинградская 39",,88001000800,False,1,523202,56,False,True,ул. Ленинградская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}]"
27,п. Игра,-,п. Игра ул. Советская 41 -,41,57.5387,53.0856,,2015-09-01 00:00:00,2024021,"Игра, ул. Советская 41",,88001000800,False,1,523704,18,False,True,ул. Советская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '17:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '17:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '17:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '17:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '17:00', 'ws': '09:00'}]"
28,г. Ижевск,-,г. Ижевск ул. Пушкинская 278 -,278,56.8665,53.2131,,2015-09-01 00:00:00,2024022,"Ижевск, ул. Пушкинская 278",,88001000800,False,1,523705,18,False,True,ул. Пушкинская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '18:00', 'ws': '09:00'}]"
29,г. Тольятти,-,г. Тольятти ул. Тополиная 26 -,26,53.5399,49.3427,,2015-09-01 00:00:00,2024026,"Тольятти, ул. Тополиная 26",,88001000800,False,4,523422,63,False,True,ул. Тополиная,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}]"
30,г. Йошкар-Ола,-,г. Йошкар-Ола ул. Пушкина 14 -,14,56.6328,47.895,,2015-09-01 00:00:00,2024028,"Йошкар-Ола, ул. Пушкина 14",,88001000800,False,2,523652,12,False,True,ул. Пушкина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 14, 'sn': 'Продажа оборудования', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 73, 'sn': 'Реализация оборудования', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '17:00', 'ws': '09:00'}]"
31,г. Красноармейск,-,г. Красноармейск ул. 1 Мая 57 -,57,51.0239,45.6956,,2015-09-01 00:00:00,2024031,"Красноармейск, ул. 1 Мая 57",,88001000800,False,1,523514,64,False,True,ул. 1 Мая,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '17:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '16:00', 'ws': '08:00'}]"
32,г. Гай,-,г. Гай ул. Войченко 6 -,6,51.4656,58.4423,,2015-09-01 00:00:00,2024033,"Гай, ул. Войченко 6",,88001000800,False,1,523204,56,False,True,ул. Войченко,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}]"
33,г. Тольятти,-,г. Тольятти ул. Самарская 68 -,68,53.5226,49.4185,,2015-09-01 00:00:00,2024035,"Тольятти, ул. Самарская 68",,88001000800,False,5,523412,63,False,True,ул. Самарская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '17:00', 'ws': '10:00'}]"
34,г. Алатырь,-,г. Алатырь ул. Московская 116 -,116,54.8394,46.5911,,2015-09-01 00:00:00,2024037,"Алатырь, ул. Московская 116",,88001000800,False,1,523801,21,False,True,ул. Московская,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '08:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '08:00'}]"
35,г. Шумерля,-,г. Шумерля ул. Ленина 30 -,30,55.502,46.4009,,2015-09-01 00:00:00,2024038,"Шумерля, ул. Ленина 30",,88001000800,False,1,523808,21,False,True,ул. Ленина,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}]"
36,г. Нижний Новгород,-,г. Нижний Новгород ул. Культуры 6 -,6,56.3487,43.8609,,2015-09-01 00:00:00,2024039,"Нижний Новгород, ул. Культуры 6",,88001000800,False,3,523112,52,False,True,ул. Культуры,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '19:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '15:00', 'ws': '10:00'}, {'be': None, 'bs': None, 'dn': 7, 'we': '15:00', 'ws': '10:00'}]"
37,г. Кирово-Чепецк,-,г. Кирово-Чепецк ул. Луначарского 23 -,23,58.5429,50.0506,,2015-09-01 00:00:00,2024045,"Кирово-Чепецк, ул. Луначарского 23",,88001000800,False,1,523603,43,False,True,ул. Луначарского,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 6, 'we': '14:00', 'ws': '10:00'}]"
38,г. Омутнинск,-,г. Омутнинск ул. Свободы 26 -,26,58.6663,52.1721,,2015-09-01 00:00:00,2024055,"Омутнинск, ул. Свободы 26",,88001000800,False,1,523608,43,False,True,ул. Свободы,"[{'sid': 1, 'sn': 'Подключение Домашнего Интернета', 'ss': 1}, {'sid': 2, 'sn': 'Подключение Интерактивного ТВ', 'ss': 1}, {'sid': 4, 'sn': 'Подключение Мобильной связи', 'ss': 1}, {'sid': 50, 'sn': 'Видеонаблюдение', 'ss': 1}, {'sid': 74, 'sn': 'Обслуживание Абонентов', 'ss': 1}, {'sid': 79, 'sn': 'Продажа мобильных телефонов и смартфонов', 'ss': 1}]","{'de': None, 'ds': None, 'rc': None}","[{'be': None, 'bs': None, 'dn': 1, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 2, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 3, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 4, 'we': '18:00', 'ws': '09:00'}, {'be': None, 'bs': None, 'dn': 5, 'we': '18:00', 'ws': '09:00'}]"
